Estado de contrato;Poder adjudicador;Entidad impulsora;Código de contrato;Título;Tipo de contrato;Adjudicatario;Importe de adjudicación con IVA;Fecha de formalización
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;039P/2016331_00000000000000000000001;SERVICIO DE VIGILANCIA EN LOS PUERTOS DE BERMEO Y ONDÁRROA (DEL 15 AL 20 DE FEBRERO DE 2016);Servicios;GSI Profesionales de la seguridad y sistemas, S.A.;19236;10/02/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;034P/2016331_00000000000000000000001;TRABAJOS DE REPARACIÓN DE FIRMES EXISTENTES EN LOS DOMINIOS PÚBLICOS DE LOS PUERTOS DE GETARIA Y ORIO;Obras;EXCAVACIONES Y TRANSPORTES ORSA, S.L.;39877;10/02/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/032/2016323_00000000000000000000001;Seguimiento de la Estrategia Basque Country 2015;Servicios;IDOM INGENIERÍA Y CONSULTORÍA, S.A.;21768;10/02/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;040P/2016331_00000000000000000000001;SERVICIO DE VIGILANCIA EN LOS PUERTOS DE BERMEO Y ONDÁRROA (DEL 21 AL 26 DE FEBRERO DE 2016);Servicios;GSI Profesionales de la seguridad y sistemas, S.A.;19236;10/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;KS-2016-DAN/001328_00000000000000000000001;Difusión de la programación de la danza en la Red Vasca de Teatros.;Servicios;FIDELIZA, S.L.;7260;10/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;155/16334_00000000000000000000001;SUMINISTRO DE VESTUARIO PARA MOTOS;Suministros;ARRIMOTO, S.L.U.;7543;10/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;B-005/16328_00000000000000000000001;Ceip Gurutzeta Hlhi (Barakaldo) - Proyecto de Ejecución, Trabajos Complementarios y Dirección Facultativa para las obras de adecuación a normativa de seguridad en caso de incendio;Servicios;Santiago Diago López;21175;10/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;B-122/08328_00000000000000000000001;Ceip Tomás Camacho Hlhi (Bilbao) - Proyecto de ejecución, trabajos complementarios y dirección facultativa para las obras de eliminación de barreras arquitectónicas;Servicios;Ispizua Arquitectos 3, S.L.P.;20352;10/02/2016
Ejecución;Gobierno Vasco;Seguridad;M-039/16329_00000000000000000000001;Mantenimiento evolutivo y adaptativo de la app Euskalmet.;Servicios;IZERTIS, S.L.;11979;10/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-28-16328_00000000000000000000001;MAQUETACIÓN Y EDICIÓN DE GUÍAS DE LA CAMPAÑA DE BILBLIOTECAS 2015;Suministros;ASOCIACIÓN PARA LA PROMOCIÓN Y EL FORTALECIMIENTO DEL TERCER SECTOR ST3 ELKARTEA;7550;10/02/2016
Ejecución;Gobierno Vasco;EUSTAT - Instituto Vasco de Estadística;CM 07/2016335_00000000000000000000001;Renovación de dos licencias del software de virtualización de almacenamiento denominado Datacore Sansymphony-V;Suministros;CISTEC TECHNOLOGY, S.L.L.;9317;10/02/2016
Ejecución;UPV/EHU - Universidad del País Vasco;Vicerrectorado de Investigación de la UPV/EHU ;PN166/15366_00000000000000000000001;EQUIPO DE MEDIDA DE FORMALDEHIDO PARA MUESTRAS ATMOSFÉRICAS;Suministros;AERO LASER GmBH;53482;10/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;158/16334_00000000000000000000001;"CURSO TRAINING ""DIRECCION Y LIDERAZGO""";Servicios;MRC INTERNATIONAL TRAINING CATALUÑA, S. L.;8168;10/02/2016
Ejecución;Gobierno Vasco;Seguridad;T-040/16329_00000000000000000000001;Trabajos de mantenimiento integral del Videowall del CGTE;Servicios;RPG INFORMATICA S.A.;21700;10/02/2016
Ejecución;Gobierno Vasco;Desarrollo Económico y Competitividad;16/MENOR/INTER/1325_00000000000000000000001;Edición de una guía de programas y servicios del Basque Consortium / Consorcio Vasco de Internacionalización.;Servicios;KULTUR ATELIER, SL;5475;09/02/2016
Ejecución;Gobierno Vasco;Hacienda y Finanzas;KM/2016/053/AURREK327_00000000000000000000001;Reforma de climatización en despacho de planta 5ª de Lakua 1 en Vitoria-Gasteiz;Obras;CONSTRUCCIONES SEGUROLA, S.A.;17533;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;B-203/16-C.S.S.328_00000000000000000000001;Conservatorio de Música J.C. Arriaga (Bilbao) - Prestación de servicios de coordinación en materia de seguridad y salud con relación a las obras de reforma de las instalaciones;Servicios;MC SPA SOCIEDAD DE PREVENCIÓN SLU;327;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;B-204/16-C.S.S.328_00000000000000000000001;"Ies Dolores Ibarruri Bhi (Gallarta) - Prestación de servicios de coordinación en materia de seguridad y salud con relación a las obras de ""obra menor y reformas varias""";Servicios;INGECOR, S.L.;1180;09/02/2016
Ejecución;Ayuntamiento de Oiartzun;Ayuntamiento de Oiartzun;1/2016436_00000000000000000000001;"Contrato de servicio postal para las necesidades del Ayuntamiento de Oiartzun derivado del ""Acuerdo marco para la contratación del servicio postal a través de la Central de Contratación Foral de Gipuzkoa"" (X15019)";Servicios;SOCIEDAD ESTATAL CORREOS Y TELÉGRAFOS, S.A.;29360;09/02/2016
Ejecución;Gobierno Vasco;Hacienda y Finanzas;2016/003/003327_00000000000000000000001;MANTENIMIENTO Y RENOVACIÓN CONSUMIBLES EQUIPOS MULTIFUNCIÓN RICOH PROPIEDAD DEL DEPARTAMENTO DE HACIENDA Y FINANZAS;Servicios;RICOH ESPAÑA, S.L.U.;21779;09/02/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;100/2015181_00000000000000000000001;Servicios de desarrollo de aplicaciones para la tramitación electrónica de expedientes de la Agencia Vasca del Agua. EXPEDIENTE PREPARADO EXCLUSIVAMENTE PARA LICITACIÓN ELECTRÓNICA.;Servicios;BILBOMÁTICA, S.A.;235829;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-10328_00000000000000000000001;1570GI1C10 Impartición actividad formativa;Servicios;Koldo TELLERIA ANDUEZA;200;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-11328_00000000000000000000001;1570GI1C13 Impartición actividad formativa;Servicios;Koldo TELLERIA ANDUEZA;200;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-12328_00000000000000000000001;1570GI1C14 Impartición actividad formativa;Servicios;Koldo TELLERIA ANDUEZA;200;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-07328_00000000000000000000001;1570G05C35 Impartición actividad formativa;Servicios;JOSUNE ZABALA ALBERDI;300;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-14328_00000000000000000000001;1570A01S1A Impartición actividad formativa;Servicios;ASOCIACIÓN MATIZ;150;09/02/2016
Ejecución;Gobierno Vasco;Seguridad;O-006/2015329_00000000000000000000001;Obra de marquesinas para el aparcamiento y para el acceso de la Comisaría de la Ertzaintza de Muskiz;Obras;VALERIANO URRUTIKOETXEA, S.L.;91051;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-16328_00000000000000000000001;1570B03C24 Impartición actividad formativa;Servicios;EBETE Hizkuntza Zerbitzuak ikasketa elkartea;250;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-18328_00000000000000000000001;1570GI1C03 Impartición actividad formativa;Servicios;EUSKAL HERRIKO HAZIEN SAREA;174;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-15328_00000000000000000000001;1570BGNB1A Impartición actividad formativa;Servicios;KOMABERRI BI;1420;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-17328_00000000000000000000001;1570B05S6A Impartición actividad formativa;Servicios;Urtxintxa Atsedenaldiko Hezitzaileen Eskola;270;09/02/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;024P/2016331_00000000000000000000001;DRAGADO EN ROCA Y RETIRADA DE MATERIALES DE FONDO EN EL MUELLE 2 EN EL PUERTO DE BERMEO;Obras;CIOMAR, S.L.;59048;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-03328_00000000000000000000001;1570B05C10 Impartición actividad formativa;Servicios;Sergio LÓPEZ DE LANDACHE PEÑA;675;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-08328_00000000000000000000001;1570GI1C04 Impartición actividad formativa;Servicios;Arturo Elosegi Irurtia;197;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-13328_00000000000000000000001;1570GI1C15 Impartición actividad formativa;Servicios;Javier Esteban Alonso;120;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-06328_00000000000000000000001;1570G01C08 Impartición actividad formativa;Servicios;Jorge Flores Fernández;475;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-01328_00000000000000000000001;1570BGNC45 Impartición actividad formativa;Servicios;Angel Pérez Gutiérrez;1120;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-05328_00000000000000000000001;1570B10C34 Impartición actividad formativa;Servicios;Gemma RIERA ROMERO;230;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-04328_00000000000000000000001;1570B08C34 Impartición actividad formativa;Servicios;Merkat BERNAOLA MENCHACA;160;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-09328_00000000000000000000001;1570GI1C07 Impartición actividad formativa;Servicios;Jose Antonio Auzmendi Ayerbe;197;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;B-206/16-C.S.C.328_00000000000000000000001;J.M. Barandiaran (Leioa) - Prestación de servicios de coordinación en materia de seguridad y salud con relación a las obras de reforma de las instalaciones;Servicios;MC SPA SOCIEDAD DE PREVENCIÓN SLU;454;09/02/2016
Ejecución;Gobierno Vasco;Seguridad;C-034/16329_00000000000000000000001;Traducciones de notas de prensa;Servicios;INSTITUTO VASCO DE ADMIMNISTRACIÓN PÚBLICA;21779;09/02/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;1602031181_00000000000000000000001;Implantación de un protocolo de formación de la voluntad;Servicios;GLOBAL FACTORY, S.L.;7442;09/02/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;1602024181_00000000000000000000001;Compra de papel Autosobre;Suministros;IMPRENTA UNIVERSAL, S.A.;9917;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.01-02328_00000000000000000000001;1570BGNC64 Impartición actividad formativa;Servicios;Yolanda Arrieta Malaxetxebarria;152;09/02/2016
Ejecución;Gobierno Vasco;Salud;CM 063/2016330_00000000000000000000001;Servicio de formación en reducción de riesgos asociados al consumo de drogas;Servicios;HAZKUNDE, S.L.;17930;09/02/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;1602032181_00000000000000000000001;Apertura de zanjas para infraestructura de telefonía;Obras;CONSTRUCCIONES PÉREZ DE SAN ROMAN, S.A.;54277;09/02/2016
Finalización;Ayuntamiento de Eibar;Ayuntamiento de Eibar;377/2016179_00000000000000000000001;"Representación de la obra de teatro ""Buena Gente""  17 de Febrero en el Teatro  Coliseo";Servicios;Producciones Teatrales Contemporaneas SL;9975;09/02/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;1602026181_00000000000000000000001;Servicios profesionales de selección de personal 01-2016;Servicios;IETEAM CONSULTORES, S.L.;7157;09/02/2016
Ejecución;Gobierno Vasco;Salud;CM 062/2016330_00000000000000000000001;Análisis químico de muestras de sustancias estupefacientes;Servicios;UPV/EHU;19784;09/02/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;036P/2016331_00000000000000000000001;RENOVACIÓN DE PANTALÁN EN MAL ESTADO EN LA DÁRSENA INTERIOR PESQUERA DE GETARIA;Obras;AISLAMIENTOS TÉRMICOS DE GALICIA, S.A.;59966;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;EGA 2016rako anbulantziak328_00000000000000000000001;Contrato de servicio ambulancias para los examenes de EGA del año 2016 en Donostia, Gasteiz y Bilbao;Servicios;CRUZ ROJA ESPAÑOLA;3840;09/02/2016
Ejecución;Gobierno Vasco;Seguridad;E0035/2016329_00000000000000000000001;MANTENIMIENTO CORRECTIVO DE FAX MARCA CANON.;Servicios;CANON ESPAÑA, S.A.;7000;09/02/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;M-017-DEPS2016326_00000000000000000000001;LA ASISTENCIA TÉNICA PARA LA REALIZACIÓN DE UNA JORNADA SOBRE LA LEY DE VIVIENDA;Servicios;97 S&F, S.L.;19529;09/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;B-205/16-C.S.S.328_00000000000000000000001;"Iefps Txurdinaga Glhbi (Bilbao) - Prestación de servicios de coordinación en materia de seguridad y salud en relación a las obras de ""reparación de vigas, pilares y muretes"".";Servicios;PRECOIN PREVENCIÓN, S.L.;357;09/02/2016
Ejecución;Gobierno Vasco;Salud;06/2016-S330_00000000000000000000001;Adquisición de vacuna frente a Tétanos-Difteria tipo adulto (Td) con destino al programa de vacunación de la CAPV.;Suministros;GLAXOSMITHKLINE, S.A.;408190;09/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;103/15334_00000000000000000000001;Suministro de papel para fotocopiadoras;Suministros;ALMACENES CAYPE, S.A.;10000;08/02/2016
Ejecución;Gobierno Vasco;Salud;CM 061/2016330_00000000000000000000001;Dirección facultativa y de coordinación de seguridad y salud de las obras de fachada en la Deleg.de Gipuzkoa;Servicios;Jesus Berasategui Ochoa;5445;08/02/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;M-015-DEPS2016326_00000000000000000000001;LA OFICINA DE APOYO TÉCNICO Y DIGITAL A LA INICIATIVA EUSKADI LAGUNKOIA SUSTRAIETATIK;Servicios;BIT&MINA SLL;20437;08/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;103/16334_00000000000000000000001;Suministro de papel;Suministros;ALMACENES CAYPE, S.A.;10000;08/02/2016
Ejecución;Gobierno Vasco;Salud;CM 058/2016330_00000000000000000000001;Vacuna Hepatitis B;Suministros;GLAXOSMITHKLINE, S.A.;10200;08/02/2016
Ejecución;Gobierno Vasco;Salud;CM 059/2016330_00000000000000000000001;Vacuna Hepatitis A;Suministros;GLAXOSMITHKLINE, S.A.;18717;08/02/2016
Ejecución;Gobierno Vasco;Salud;CM 060/2016330_00000000000000000000001;Adaptación del sistema de gestión de residencias Resiplus;Servicios;Aphelion Soluciones Informáticas, S.L.;13371;08/02/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;M-016-DEPS2016326_00000000000000000000001;LA OFICINA DE PRENSA Y SOCIALIZACIÓN DE LA RED SOCIAL LAGUNSAREA;Servicios;JOSE MARI AZPIAZU ALDALUR ;21486;08/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;S-001/06328_00000000000000000000001;Reparación de gimnasio;Obras;INDE EDUCA, S.L.;9969;08/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;181-3/16334_00000000000000000000001;Seminario Islamismo Radical;Servicios;JUAN ANTONIO PÉREZ ZÁRATE;240;08/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;181-7/16334_00000000000000000000001;Seminario Islamismo Radical;Servicios;SUSANA LANDERAS MARTÍN;240;08/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;145/16334_00000000000000000000001;ADQUISICION DE BICICLETAS PARA EL GIMNASIO;Suministros;EXERCYCLE,S.L.;10388;08/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;G-036/15328_00000000000000000000001;Ies Landaberri Bhi (Lasarte-Oria) - Proyecto de Ejecución, Dirección de Ejecución y Coordinación de seguridad y salud con relación a las obras de rehabilitación de cubierta;Servicios;Aitor URANGA REKONDO;13310;08/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;181/16334_00000000000000000000001;Seminario Islamismo Radical;Servicios;ALI SHIMRAN HACHEM;240;08/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;181-1/16334_00000000000000000000001;Seminario Islamismo Radical;Servicios;Mª SOL TARRÉS CHAMORRO;240;08/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;181-4/16334_00000000000000000000001;Seminario Islamismo Radical;Servicios;MOULAY DRISS SADIKI AMRAON;240;08/02/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;067/2015181_00000000000000000000001;Adquisición de sistemas integrados hiperconvergentes. EXPEDIENTE PREPARADO EXCLUSIVAMENTE PARA LICITACIÓN ELECTRÓNICA.;Suministros;S.S. HARD, S.L.;1089000;08/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;181-5/16334_00000000000000000000001;Seminario Islamismo Radical;Servicios;JOSE LUIS DE CASTRO RUANO;240;08/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;181-6/16334_00000000000000000000001;Seminario Islamismo Radical;Servicios;PIERRE-PHILIPPE LABBE;240;08/02/2016
Ejecución;Gobierno Vasco;Agencia Vasca del Agua;URA/012A/2015340_00000000000000000000001;RED DE SEGUIMIENTO BIOLÓGICO DE LOS RÍOS DE LA COMUNIDAD AUTÓNOMA DEL PAÍS VASCO (CAMPAÑAS 2016-2017);Servicios;UTE ANBIOTEK SL-CIMERA ESTUDIOS APLICADOS SL;401795;08/02/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;087P/2016331_00000000000000000000001;PATROCINIO BERDEAGO 2016;Privados;ITURRIAGAGOITIA Y ASOCIADOS, S.L.;3300;08/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;NOLEGA 2016 04328_00000000000000000000001;EGB inprimategi-lanak;Servicios;xb komunikazio grafika;617;08/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;181-10/16334_00000000000000000000001;Seminario Islamismo Radical;Servicios;RACHID MAKTEL;240;08/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-38-16328_00000000000000000000001;ARCHIVO HISTÓRICO DE BIZKAIA (AHB): TRABAJOS DE CARPINTERÍA EN LA PLANTA BAJA DEL EDIFICIO (colocación de placas en el techo/sustitución de puerta/tratamiento del suelo de madera);Servicios;JUAN CRUZ GONZÁLEZ MARTÍN (LURAGÓN REPARACIÓN DE VENTANAS);3345;08/02/2016
Ejecución;Gobierno Vasco;Salud;16/2016-S330_00000000000000000000001;Arrendamiento anual de una licencia en red para 10 usuarios concurrentes del paquete estádístico SPSS base, dos usuarios concurrentes de SPSS regresión, dos usuarios concurrentes de SPSS avanzado y dos usuarios concurrentes de SPSS tablas.;Suministros;INTERNATIONAL BUSINESS MACHINES, S.A.;30524;08/02/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;SE/40/15328_00000000000000000000001;Gestión de residuos peligrosos almacenados en centros de públicos de enseñanza no universitaria dependientes del Departamento de Educación, Política Lingüística y Cultura;Servicios;FCC AMBITO S.A.;59389;08/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;181-9/16334_00000000000000000000001;Seminario Islamismo Radical;Servicios;AHMED EL HANAFY MESALEM;240;08/02/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;079/2015181_00000000000000000000001;Mantenimiento de los Sistemas de Información Económico-Financieros para el año 2016. EXPEDIENTE PREPARADO EXCLUSIVAMENTE PARA LICITACIÓN ELECTRÓNICA.;Servicios;IBERMÁTICA, S.A.;423500;08/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;149/16334_00000000000000000000001;ADQUISICION DE VEHICULO PARA PRACTICAS;Suministros;TALLERES AUTOZIP, S.L.;3060;08/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;181-8/16334_00000000000000000000001;Seminario Islamismo Radical;Servicios;JUAN JOSÉ SÁNCHEZ ARRESEIGOR;240;08/02/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;181-2/16334_00000000000000000000001;Seminario Islamismo Radical;Servicios;HAJAR SAMADI SAMADI;240;08/02/2016
